,Data e hora protocolo,Equipamento,Valor
5906,11/10/2023 08:52:49.627,JAI4,0
5905,11/10/2023 08:52:54.704,JAI4,1
5904,11/10/2023 08:52:58.765,JAI4,0
5903,11/10/2023 08:53:24.150,JAI4,1
5902,11/10/2023 08:54:08.843,JAI4,0
5901,11/10/2023 08:54:21.028,JAI4,1
5900,11/10/2023 08:56:43.214,JAI4,0
5899,11/10/2023 08:56:55.414,JAI4,1
5898,11/10/2023 08:57:46.184,JAI4,0
5897,11/10/2023 08:58:15.646,JAI4,1
5896,11/10/2023 08:59:07.447,JAI4,0
5895,11/10/2023 08:59:38.924,JAI4,1
5894,11/10/2023 08:59:41.970,JAI4,0
5893,11/10/2023 09:00:01.263,JAI4,1
5892,11/10/2023 09:00:07.355,JAI4,0
5891,11/10/2023 09:00:10.401,JAI4,1
5890,11/10/2023 09:00:53.063,JAI4,0
5889,11/10/2023 09:01:03.217,JAI4,1
5888,11/10/2023 09:01:10.325,JAI4,0
5887,11/10/2023 09:01:24.556,JAI4,1
5886,11/10/2023 09:02:49.865,JAI4,0
5885,11/10/2023 09:03:20.327,JAI4,1
5884,11/10/2023 09:03:45.727,JAI4,0
5883,11/10/2023 09:03:56.896,JAI4,1
5882,11/10/2023 09:04:11.112,JAI4,0
5881,11/10/2023 09:04:16.189,JAI4,1
5880,11/10/2023 09:04:51.743,JAI4,0
5879,11/10/2023 09:05:00.882,JAI4,1
5878,11/10/2023 09:05:07.990,JAI4,0
5877,11/10/2023 09:05:28.297,JAI4,1
5876,11/10/2023 09:05:47.606,JAI4,0
5875,11/10/2023 09:06:01.821,JAI4,1
5874,11/10/2023 09:06:42.437,JAI4,0
5873,11/10/2023 09:06:47.514,JAI4,1
5872,11/10/2023 09:06:54.637,JAI4,0
5871,11/10/2023 09:06:58.699,JAI4,1
5870,11/10/2023 09:07:20.022,JAI4,0
5869,11/10/2023 09:07:30.176,JAI4,1
5868,11/10/2023 09:07:38.299,JAI4,0
5867,11/10/2023 09:07:43.376,JAI4,1
5866,11/10/2023 09:08:14.869,JAI4,0
5865,11/10/2023 09:08:34.161,JAI4,1
5864,11/10/2023 09:08:39.238,JAI4,0
5863,11/10/2023 09:08:42.284,JAI4,1
5862,11/10/2023 09:08:53.454,JAI4,0
5861,11/10/2023 09:08:57.515,JAI4,1
5860,11/10/2023 09:09:06.670,JAI4,0
5859,11/10/2023 09:09:22.916,JAI4,1
5858,11/10/2023 09:09:26.977,JAI4,0
5857,11/10/2023 09:09:31.039,JAI4,1
5856,11/10/2023 09:09:47.285,JAI4,0
5855,11/10/2023 09:09:59.470,JAI4,1
5854,11/10/2023 09:10:11.670,JAI4,0
5853,11/10/2023 09:10:18.778,JAI4,1
5852,11/10/2023 09:10:29.947,JAI4,0
5851,11/10/2023 09:10:32.994,JAI4,1
5850,11/10/2023 09:11:12.594,JAI4,0
5849,11/10/2023 09:11:35.964,JAI4,1
5848,11/10/2023 09:13:04.318,JAI4,0
5847,11/10/2023 09:13:37.842,JAI4,1
5846,11/10/2023 09:14:15.412,JAI4,0
5845,11/10/2023 09:14:32.689,JAI4,1
5844,11/10/2023 09:14:36.750,JAI4,0
5843,11/10/2023 09:14:43.858,JAI4,1
5842,11/10/2023 09:15:02.135,JAI4,0
5841,11/10/2023 09:15:35.643,JAI4,1
5840,11/10/2023 09:16:01.044,JAI4,0
5839,11/10/2023 09:16:05.105,JAI4,1
5838,11/10/2023 09:16:32.521,JAI4,0
5837,11/10/2023 09:16:53.860,JAI4,1
5836,11/10/2023 09:17:20.260,JAI4,0
5835,11/10/2023 09:17:30.414,JAI4,1
5834,11/10/2023 09:17:57.845,JAI4,0
5833,11/10/2023 09:18:03.938,JAI4,1
5832,11/10/2023 09:18:30.338,JAI4,0
5831,11/10/2023 09:18:34.399,JAI4,1
5830,11/10/2023 09:19:05.877,JAI4,0
5829,11/10/2023 09:19:18.061,JAI4,1
5828,11/10/2023 09:19:22.123,JAI4,0
5827,11/10/2023 09:19:26.184,JAI4,1
5826,11/10/2023 09:19:51.569,JAI4,0
5825,11/10/2023 09:20:01.723,JAI4,1
5824,11/10/2023 09:20:21.031,JAI4,0
5823,11/10/2023 09:21:35.171,JAI4,1
5822,11/10/2023 09:22:19.864,JAI4,0
5821,11/10/2023 09:22:35.094,JAI4,1
5820,11/10/2023 09:22:38.141,JAI4,0
5819,11/10/2023 09:23:03.525,JAI4,1
5818,11/10/2023 09:23:28.926,JAI4,0
5817,11/10/2023 09:23:37.049,JAI4,1
5816,11/10/2023 09:23:55.326,JAI4,0
5815,11/10/2023 09:24:12.588,JAI4,1
5814,11/10/2023 09:25:21.650,JAI4,0
5813,11/10/2023 09:25:37.912,JAI4,1
5812,11/10/2023 09:26:15.482,JAI4,0
5811,11/10/2023 09:26:23.605,JAI4,1
5810,11/10/2023 09:27:29.621,JAI4,0
5809,11/10/2023 09:28:36.653,JAI4,1
5808,11/10/2023 09:28:50.868,JAI4,0
5807,11/10/2023 09:29:20.330,JAI4,1
5806,11/10/2023 09:30:15.177,JAI4,0
5805,11/10/2023 09:30:24.316,JAI4,1
5804,11/10/2023 09:31:00.870,JAI4,0
5803,11/10/2023 09:31:44.547,JAI4,1
5802,11/10/2023 09:32:34.317,JAI4,0
5801,11/10/2023 09:32:37.363,JAI4,1
5800,11/10/2023 09:34:06.734,JAI4,0
5799,11/10/2023 09:34:29.088,JAI4,1
5798,11/10/2023 09:34:36.196,JAI4,0
5797,11/10/2023 09:34:53.457,JAI4,1
5796,11/10/2023 09:37:02.443,JAI4,0
5795,11/10/2023 09:37:40.013,JAI4,1
5794,11/10/2023 09:38:02.367,JAI4,0
5793,11/10/2023 09:38:20.644,JAI4,1
5792,11/10/2023 09:38:54.168,JAI4,0
5791,11/10/2023 09:39:39.861,JAI4,1
5790,11/10/2023 09:39:45.953,JAI4,0
5789,11/10/2023 09:40:01.200,JAI4,1
5788,11/10/2023 09:40:05.261,JAI4,0
5787,11/10/2023 09:40:40.800,JAI4,1
5786,11/10/2023 09:40:48.923,JAI4,0
5785,11/10/2023 09:41:14.323,JAI4,1
5784,11/10/2023 09:41:18.385,JAI4,0
5783,11/10/2023 09:41:47.831,JAI4,1
5782,11/10/2023 09:41:51.893,JAI4,0
5781,11/10/2023 09:41:57.985,JAI4,1
5780,11/10/2023 09:42:02.047,JAI4,0
5779,11/10/2023 09:42:06.124,JAI4,1
5778,11/10/2023 09:42:25.417,JAI4,0
5777,11/10/2023 09:42:29.478,JAI4,1
5776,11/10/2023 09:42:39.632,JAI4,0
5775,11/10/2023 09:42:50.801,JAI4,1
5774,11/10/2023 09:42:55.878,JAI4,0
5773,11/10/2023 09:43:07.048,JAI4,1
5772,11/10/2023 09:43:16.202,JAI4,0
5771,11/10/2023 09:43:24.325,JAI4,1
5770,11/10/2023 09:43:36.510,JAI4,0
5769,11/10/2023 09:43:43.618,JAI4,1
5768,11/10/2023 09:43:46.664,JAI4,0
5767,11/10/2023 09:43:52.756,JAI4,1
5766,11/10/2023 09:43:56.818,JAI4,0
5765,11/10/2023 09:44:04.941,JAI4,1
5764,11/10/2023 09:44:09.002,JAI4,0
5763,11/10/2023 09:44:16.110,JAI4,1
5762,11/10/2023 09:44:19.172,JAI4,0
5761,11/10/2023 09:44:26.280,JAI4,1
5760,11/10/2023 09:44:37.449,JAI4,0
5759,11/10/2023 09:45:02.834,JAI4,1
5758,11/10/2023 09:45:08.926,JAI4,0
5757,11/10/2023 09:45:14.003,JAI4,1
5756,11/10/2023 09:45:20.095,JAI4,0
5755,11/10/2023 09:45:26.203,JAI4,1
5754,11/10/2023 09:45:31.280,JAI4,0
5753,11/10/2023 09:45:51.588,JAI4,1
5752,11/10/2023 09:45:55.650,JAI4,0
5751,11/10/2023 09:46:29.158,JAI4,1
5750,11/10/2023 09:46:41.358,JAI4,0
5749,11/10/2023 09:46:44.404,JAI4,1
5748,11/10/2023 09:46:48.466,JAI4,0
5747,11/10/2023 09:47:10.805,JAI4,1
5746,11/10/2023 09:47:21.974,JAI4,0
5745,11/10/2023 09:47:54.482,JAI4,1
5744,11/10/2023 09:48:12.759,JAI4,0
5743,11/10/2023 09:48:24.944,JAI4,1
5742,11/10/2023 09:48:30.021,JAI4,0
5741,11/10/2023 09:48:34.082,JAI4,1
5740,11/10/2023 09:48:50.344,JAI4,0
5739,11/10/2023 09:49:01.514,JAI4,1
5738,11/10/2023 09:49:07.606,JAI4,0
5737,11/10/2023 09:49:11.668,JAI4,1
5736,11/10/2023 09:49:15.729,JAI4,0
5735,11/10/2023 09:49:19.791,JAI4,1
5734,11/10/2023 09:49:29.945,JAI4,0
5733,11/10/2023 09:49:48.222,JAI4,1
5732,11/10/2023 09:49:55.345,JAI4,0
5731,11/10/2023 09:50:04.484,JAI4,1
5730,11/10/2023 09:50:08.545,JAI4,0
5729,11/10/2023 09:50:18.699,JAI4,1
5728,11/10/2023 09:50:26.822,JAI4,0
5727,11/10/2023 09:50:29.869,JAI4,1
5726,11/10/2023 09:50:36.976,JAI4,0
5725,11/10/2023 09:50:42.053,JAI4,1
5724,11/10/2023 09:50:47.130,JAI4,0
5723,11/10/2023 09:50:51.192,JAI4,1
5722,11/10/2023 09:50:54.238,JAI4,0
5721,11/10/2023 09:50:58.315,JAI4,1
5720,11/10/2023 09:51:13.546,JAI4,0
5719,11/10/2023 09:51:16.592,JAI4,1
5718,11/10/2023 09:51:25.731,JAI4,0
5717,11/10/2023 09:51:33.854,JAI4,1
5716,11/10/2023 09:51:38.931,JAI4,0
5715,11/10/2023 09:51:47.054,JAI4,1
5714,11/10/2023 09:52:08.393,JAI4,0
5713,11/10/2023 09:52:21.593,JAI4,1
5712,11/10/2023 09:52:25.655,JAI4,0
5711,11/10/2023 09:52:30.732,JAI4,1
5710,11/10/2023 09:52:37.839,JAI4,0
5709,11/10/2023 09:52:55.101,JAI4,1
5708,11/10/2023 09:53:15.425,JAI4,0
5707,11/10/2023 09:53:24.563,JAI4,1
5706,11/10/2023 09:53:30.655,JAI4,0
5705,11/10/2023 09:53:33.702,JAI4,1
5704,11/10/2023 09:53:38.779,JAI4,0
5703,11/10/2023 09:53:46.902,JAI4,1
5702,11/10/2023 09:53:57.056,JAI4,0
5701,11/10/2023 09:54:00.102,JAI4,1
5700,11/10/2023 09:54:19.410,JAI4,0
5699,11/10/2023 09:54:23.472,JAI4,1
5698,11/10/2023 09:54:49.872,JAI4,0
5697,11/10/2023 09:55:03.072,JAI4,1
5696,11/10/2023 09:55:10.180,JAI4,0
5695,11/10/2023 09:55:18.303,JAI4,1
5694,11/10/2023 09:55:21.365,JAI4,0
5693,11/10/2023 09:55:40.657,JAI4,1
5692,11/10/2023 09:55:59.950,JAI4,0
5691,11/10/2023 09:56:02.996,JAI4,1
5690,11/10/2023 09:56:24.319,JAI4,0
5689,11/10/2023 09:56:50.735,JAI4,1
5688,11/10/2023 09:56:54.796,JAI4,0
5687,11/10/2023 09:57:21.197,JAI4,1
5686,11/10/2023 09:57:27.289,JAI4,0
5685,11/10/2023 09:57:37.459,JAI4,1
5684,11/10/2023 09:58:05.890,JAI4,0
5683,11/10/2023 09:58:08.936,JAI4,1
5682,11/10/2023 09:58:12.997,JAI4,0
5681,11/10/2023 09:58:17.059,JAI4,1
5680,11/10/2023 09:58:35.336,JAI4,0
5679,11/10/2023 09:59:02.767,JAI4,1
5678,11/10/2023 09:59:21.044,JAI4,0
5677,11/10/2023 10:00:09.799,JAI4,1
5676,11/10/2023 10:00:29.091,JAI4,0
5675,11/10/2023 10:00:46.353,JAI4,1
5674,11/10/2023 10:00:50.430,JAI4,0
5673,11/10/2023 10:00:59.569,JAI4,1
5672,11/10/2023 10:01:46.277,JAI4,0
5671,11/10/2023 10:02:53.308,JAI4,1
5670,11/10/2023 10:03:07.539,JAI4,0
5669,11/10/2023 10:03:18.709,JAI4,1
5668,11/10/2023 10:03:30.894,JAI4,0
5667,11/10/2023 10:03:48.155,JAI4,1
5666,11/10/2023 10:03:55.263,JAI4,0
5665,11/10/2023 10:04:03.386,JAI4,1
5664,11/10/2023 10:04:06.432,JAI4,0
5663,11/10/2023 10:04:43.002,JAI4,1
5662,11/10/2023 10:04:51.125,JAI4,0
5661,11/10/2023 10:05:00.264,JAI4,1
5660,11/10/2023 10:05:09.402,JAI4,0
5659,11/10/2023 10:05:16.526,JAI4,1
5658,11/10/2023 10:05:23.633,JAI4,0
5657,11/10/2023 10:05:42.926,JAI4,1
5656,11/10/2023 10:05:54.095,JAI4,0
5655,11/10/2023 10:06:04.249,JAI4,1
5654,11/10/2023 10:06:08.311,JAI4,0
5653,11/10/2023 10:06:12.372,JAI4,1
5652,11/10/2023 10:06:16.434,JAI4,0
5651,11/10/2023 10:06:27.619,JAI4,1
5650,11/10/2023 10:06:38.788,JAI4,0
5649,11/10/2023 10:06:46.911,JAI4,1
5648,11/10/2023 10:06:57.065,JAI4,0
5647,11/10/2023 10:07:11.281,JAI4,1
5646,11/10/2023 10:07:20.419,JAI4,0
5645,11/10/2023 10:07:26.512,JAI4,1
5644,11/10/2023 10:08:01.051,JAI4,0
5643,11/10/2023 10:08:11.205,JAI4,1
5642,11/10/2023 10:08:33.559,JAI4,0
5641,11/10/2023 10:08:40.667,JAI4,1
5640,11/10/2023 10:08:55.897,JAI4,0
5639,11/10/2023 10:09:10.113,JAI4,1
5638,11/10/2023 10:09:14.175,JAI4,0
5637,11/10/2023 10:09:18.236,JAI4,1
5636,11/10/2023 10:09:39.575,JAI4,0
5635,11/10/2023 10:09:55.821,JAI4,1
5634,11/10/2023 10:10:14.098,JAI4,0
5633,11/10/2023 10:10:24.252,JAI4,1
5632,11/10/2023 10:10:31.360,JAI4,0
5631,11/10/2023 10:11:21.130,JAI4,1
5630,11/10/2023 10:11:30.268,JAI4,0
5629,11/10/2023 10:11:35.345,JAI4,1
5628,11/10/2023 10:11:43.469,JAI4,0
5627,11/10/2023 10:11:56.684,JAI4,1
5626,11/10/2023 10:12:06.838,JAI4,0
5625,11/10/2023 10:12:18.008,JAI4,1
5624,11/10/2023 10:12:29.177,JAI4,0
5623,11/10/2023 10:12:34.254,JAI4,1
5622,11/10/2023 10:12:38.315,JAI4,0
5621,11/10/2023 10:12:41.362,JAI4,1
5620,11/10/2023 10:12:58.639,JAI4,0
5619,11/10/2023 10:13:11.839,JAI4,1
5618,11/10/2023 10:13:14.885,JAI4,0
5617,11/10/2023 10:13:34.178,JAI4,1
5616,11/10/2023 10:13:41.285,JAI4,0
5615,11/10/2023 10:13:45.347,JAI4,1
5614,11/10/2023 10:13:56.516,JAI4,0
5613,11/10/2023 10:14:06.686,JAI4,1
5612,11/10/2023 10:14:14.809,JAI4,0
5611,11/10/2023 10:14:17.855,JAI4,1
5610,11/10/2023 10:14:37.148,JAI4,0
5609,11/10/2023 10:14:46.286,JAI4,1
5608,11/10/2023 10:15:04.563,JAI4,0
5607,11/10/2023 10:15:24.887,JAI4,1
5606,11/10/2023 10:15:31.995,JAI4,0
5605,11/10/2023 10:15:46.210,JAI4,1
5604,11/10/2023 10:15:58.395,JAI4,0
5603,11/10/2023 10:16:05.503,JAI4,1
5602,11/10/2023 10:16:22.780,JAI4,0
5601,11/10/2023 10:16:27.857,JAI4,1
5600,11/10/2023 10:16:36.995,JAI4,0
5599,11/10/2023 10:17:00.349,JAI4,1
5598,11/10/2023 10:17:06.442,JAI4,0
5597,11/10/2023 10:17:11.519,JAI4,1
5596,11/10/2023 10:17:17.611,JAI4,0
5595,11/10/2023 10:17:21.673,JAI4,1
5594,11/10/2023 10:17:30.827,JAI4,0
5593,11/10/2023 10:17:36.919,JAI4,1
5592,11/10/2023 10:17:40.981,JAI4,0
5591,11/10/2023 10:17:47.073,JAI4,1
5590,11/10/2023 10:17:53.166,JAI4,0
5589,11/10/2023 10:18:06.366,JAI4,1
5588,11/10/2023 10:18:10.427,JAI4,0
5587,11/10/2023 10:18:22.612,JAI4,1
5586,11/10/2023 10:18:54.105,JAI4,0
5585,11/10/2023 10:18:59.182,JAI4,1
5584,11/10/2023 10:19:06.289,JAI4,0
5583,11/10/2023 10:19:10.351,JAI4,1
5582,11/10/2023 10:19:17.459,JAI4,0
5581,11/10/2023 10:19:58.090,JAI4,1
5580,11/10/2023 10:20:05.198,JAI4,0
5579,11/10/2023 10:20:19.413,JAI4,1
5578,11/10/2023 10:20:35.660,JAI4,0
5577,11/10/2023 10:21:19.337,JAI4,1
5576,11/10/2023 10:21:23.399,JAI4,0
5575,11/10/2023 10:21:34.568,JAI4,1
5574,11/10/2023 10:21:48.799,JAI4,0
5573,11/10/2023 10:21:58.953,JAI4,1
5572,11/10/2023 10:22:07.076,JAI4,0
5571,11/10/2023 10:22:14.184,JAI4,1
5570,11/10/2023 10:22:18.246,JAI4,0
5569,11/10/2023 10:22:23.323,JAI4,1
5568,11/10/2023 10:22:40.584,JAI4,0
5567,11/10/2023 10:22:44.646,JAI4,1
5566,11/10/2023 10:22:47.692,JAI4,0
5565,11/10/2023 10:23:03.954,JAI4,1
5564,11/10/2023 10:23:17.154,JAI4,0
5563,11/10/2023 10:23:24.262,JAI4,1
5562,11/10/2023 10:23:42.539,JAI4,0
5561,11/10/2023 10:23:58.785,JAI4,1
5560,11/10/2023 10:24:08.955,JAI4,0
5559,11/10/2023 10:24:21.139,JAI4,1
5558,11/10/2023 10:24:54.647,JAI4,0
5557,11/10/2023 10:25:09.894,JAI4,1
5556,11/10/2023 10:25:15.986,JAI4,0
5555,11/10/2023 10:25:24.109,JAI4,1
5554,11/10/2023 10:25:39.340,JAI4,0
5553,11/10/2023 10:25:42.387,JAI4,1
5552,11/10/2023 10:25:49.494,JAI4,0
5551,11/10/2023 10:26:06.756,JAI4,1
5550,11/10/2023 10:26:13.879,JAI4,0
5549,11/10/2023 10:26:17.941,JAI4,1
5548,11/10/2023 10:26:26.064,JAI4,0
5547,11/10/2023 10:26:47.387,JAI4,1
5546,11/10/2023 10:27:03.634,JAI4,0
5545,11/10/2023 10:27:32.080,JAI4,1
5544,11/10/2023 10:27:36.142,JAI4,0
5543,11/10/2023 10:27:41.219,JAI4,1
5542,11/10/2023 10:27:50.357,JAI4,0
5541,11/10/2023 10:27:58.481,JAI4,1
5540,11/10/2023 10:28:06.604,JAI4,0
5539,11/10/2023 10:28:20.819,JAI4,1
5538,11/10/2023 10:28:23.881,JAI4,0
5537,11/10/2023 10:28:27.943,JAI4,1
5536,11/10/2023 10:28:36.066,JAI4,0
5535,11/10/2023 10:28:43.173,JAI4,1
5534,11/10/2023 10:28:49.266,JAI4,0
5533,11/10/2023 10:29:05.512,JAI4,1
5532,11/10/2023 10:29:08.558,JAI4,0
5531,11/10/2023 10:29:24.805,JAI4,1
5530,11/10/2023 10:29:52.236,JAI4,0
5529,11/10/2023 10:30:00.359,JAI4,1
5528,11/10/2023 10:30:11.528,JAI4,0
5527,11/10/2023 10:30:25.744,JAI4,1
5526,11/10/2023 10:30:32.852,JAI4,0
5525,11/10/2023 10:30:42.006,JAI4,1
5524,11/10/2023 10:30:59.267,JAI4,0
5523,11/10/2023 10:31:32.775,JAI4,1
5522,11/10/2023 10:32:13.407,JAI4,0
5521,11/10/2023 10:32:40.822,JAI4,1
5520,11/10/2023 10:32:44.884,JAI4,0
5519,11/10/2023 10:32:57.084,JAI4,1
5518,11/10/2023 10:33:08.254,JAI4,0
5517,11/10/2023 10:33:16.377,JAI4,1
5516,11/10/2023 10:33:28.561,JAI4,0
5515,11/10/2023 10:33:38.715,JAI4,1
5514,11/10/2023 10:33:48.869,JAI4,0
5513,11/10/2023 10:34:04.116,JAI4,1
5512,11/10/2023 10:34:09.193,JAI4,0
5511,11/10/2023 10:34:30.516,JAI4,1
5510,11/10/2023 10:34:53.870,JAI4,0
5509,11/10/2023 10:34:56.916,JAI4,1
5508,11/10/2023 10:35:23.332,JAI4,0
5507,11/10/2023 10:35:36.532,JAI4,1
5506,11/10/2023 10:36:24.271,JAI4,0
5505,11/10/2023 10:36:28.333,JAI4,1
5504,11/10/2023 10:36:48.641,JAI4,0
5503,11/10/2023 10:36:55.749,JAI4,1
5502,11/10/2023 10:37:21.149,JAI4,0
5501,11/10/2023 10:37:31.303,JAI4,1
5500,11/10/2023 10:37:39.426,JAI4,0
5499,11/10/2023 10:37:50.595,JAI4,1
5498,11/10/2023 10:38:35.288,JAI4,0
5497,11/10/2023 10:38:38.335,JAI4,1
5496,11/10/2023 10:38:42.396,JAI4,0
5495,11/10/2023 10:39:18.950,JAI4,1
5494,11/10/2023 10:39:23.012,JAI4,0
5493,11/10/2023 10:39:45.366,JAI4,1
5492,11/10/2023 10:39:59.582,JAI4,0
5491,11/10/2023 10:40:38.182,JAI4,1
5490,11/10/2023 10:40:59.505,JAI4,0
5489,11/10/2023 10:41:03.567,JAI4,1
5488,11/10/2023 10:41:44.198,JAI4,0
5487,11/10/2023 10:42:03.491,JAI4,1
5486,11/10/2023 10:42:09.583,JAI4,0
5485,11/10/2023 10:42:23.799,JAI4,1
5484,11/10/2023 10:42:51.230,JAI4,0
5483,11/10/2023 10:42:55.292,JAI4,1
5482,11/10/2023 10:43:00.368,JAI4,0
5481,11/10/2023 10:43:07.476,JAI4,1
5480,11/10/2023 10:43:48.092,JAI4,0
5479,11/10/2023 10:44:23.646,JAI4,1
5478,11/10/2023 10:44:32.785,JAI4,0
5477,11/10/2023 10:44:36.846,JAI4,1
5476,11/10/2023 10:44:49.031,JAI4,0
5475,11/10/2023 10:44:59.201,JAI4,1
5474,11/10/2023 10:45:21.539,JAI4,0
5473,11/10/2023 10:45:40.832,JAI4,1
5472,11/10/2023 10:45:44.893,JAI4,0
5471,11/10/2023 10:46:02.171,JAI4,1
5470,11/10/2023 10:46:23.494,JAI4,0
5469,11/10/2023 10:46:31.617,JAI4,1
5468,11/10/2023 10:47:05.125,JAI4,0
5467,11/10/2023 10:47:38.649,JAI4,1
5466,11/10/2023 10:47:43.726,JAI4,0
5465,11/10/2023 10:47:54.895,JAI4,1
5464,11/10/2023 10:48:15.219,JAI4,0
5463,11/10/2023 10:48:19.280,JAI4,1
5462,11/10/2023 10:48:31.465,JAI4,0
5461,11/10/2023 10:48:41.619,JAI4,1
5460,11/10/2023 10:48:51.773,JAI4,0
5459,11/10/2023 10:48:56.850,JAI4,1
5458,11/10/2023 10:49:43.573,JAI4,0
5457,11/10/2023 10:50:02.866,JAI4,1
5456,11/10/2023 10:50:32.328,JAI4,0
5455,11/10/2023 10:51:43.421,JAI4,1
5454,11/10/2023 10:52:14.898,JAI4,0
5453,11/10/2023 10:52:38.252,JAI4,1
5452,11/10/2023 10:52:45.376,JAI4,0
5451,11/10/2023 10:53:04.668,JAI4,1
5450,11/10/2023 10:53:19.899,JAI4,0
5449,11/10/2023 10:53:25.991,JAI4,1
5448,11/10/2023 10:53:33.099,JAI4,0
5447,11/10/2023 10:53:38.176,JAI4,1
5446,11/10/2023 10:54:04.592,JAI4,0
5445,11/10/2023 10:54:58.423,JAI4,1
5444,11/10/2023 10:55:25.839,JAI4,0
5443,11/10/2023 10:55:28.885,JAI4,1
5442,11/10/2023 10:55:48.178,JAI4,0
5441,11/10/2023 10:55:54.270,JAI4,1
5440,11/10/2023 10:56:51.148,JAI4,0
5439,11/10/2023 10:57:20.610,JAI4,1
5438,11/10/2023 10:58:10.380,JAI4,0
5437,11/10/2023 10:58:37.795,JAI4,1
5436,11/10/2023 10:58:48.965,JAI4,0
5435,11/10/2023 10:59:04.195,JAI4,1
5434,11/10/2023 10:59:18.427,JAI4,0
5433,11/10/2023 11:02:16.152,JAI4,1
5432,11/10/2023 11:02:27.321,JAI4,0
5431,11/10/2023 11:02:31.383,JAI4,1
5430,11/10/2023 11:02:53.737,JAI4,0
5429,11/10/2023 11:03:12.014,JAI4,1
5428,11/10/2023 11:03:32.322,JAI4,0
5427,11/10/2023 11:04:39.353,JAI4,1
5426,11/10/2023 11:05:12.877,JAI4,0
5425,11/10/2023 11:05:17.954,JAI4,1
5424,11/10/2023 11:05:27.092,JAI4,0
5423,11/10/2023 11:05:31.154,JAI4,1
5422,11/10/2023 11:05:35.216,JAI4,0
5421,11/10/2023 11:05:39.277,JAI4,1
5420,11/10/2023 11:06:33.109,JAI4,0
5419,11/10/2023 11:07:00.540,JAI4,1
5418,11/10/2023 11:07:18.817,JAI4,0
5417,11/10/2023 11:07:33.032,JAI4,1
5416,11/10/2023 11:07:40.140,JAI4,0
5415,11/10/2023 11:07:49.279,JAI4,1
5414,11/10/2023 11:08:03.494,JAI4,0
5413,11/10/2023 11:08:11.633,JAI4,1
5412,11/10/2023 11:08:16.710,JAI4,0
5411,11/10/2023 11:08:41.079,JAI4,1
5410,11/10/2023 11:08:51.233,JAI4,0
5409,11/10/2023 11:09:17.649,JAI4,1
5408,11/10/2023 11:09:38.972,JAI4,0
5407,11/10/2023 11:09:51.157,JAI4,1
5406,11/10/2023 11:10:38.896,JAI4,0
5405,11/10/2023 11:10:42.958,JAI4,1
5404,11/10/2023 11:11:16.466,JAI4,0
5403,11/10/2023 11:11:36.789,JAI4,1
5402,11/10/2023 11:11:56.082,JAI4,0
5401,11/10/2023 11:12:11.313,JAI4,1
5400,11/10/2023 11:12:24.513,JAI4,0
5399,11/10/2023 11:12:29.605,JAI4,1
5398,11/10/2023 11:12:44.836,JAI4,0
5397,11/10/2023 11:12:47.883,JAI4,1
5396,11/10/2023 11:12:59.052,JAI4,0
5395,11/10/2023 11:13:06.160,JAI4,1
5394,11/10/2023 11:13:16.314,JAI4,0
5393,11/10/2023 11:13:22.406,JAI4,1
5392,11/10/2023 11:13:33.575,JAI4,0
5391,11/10/2023 11:13:51.868,JAI4,1
5390,11/10/2023 11:14:12.176,JAI4,0
5389,11/10/2023 11:14:43.669,JAI4,1
5388,11/10/2023 11:15:06.007,JAI4,0
5387,11/10/2023 11:15:15.146,JAI4,1
5386,11/10/2023 11:15:26.315,JAI4,0
5385,11/10/2023 11:15:49.685,JAI4,1
5384,11/10/2023 11:16:03.900,JAI4,0
5383,11/10/2023 11:16:08.977,JAI4,1
5382,11/10/2023 11:16:25.224,JAI4,0
5381,11/10/2023 11:16:38.424,JAI4,1
5380,11/10/2023 11:17:05.855,JAI4,0
5379,11/10/2023 11:17:09.916,JAI4,1
5378,11/10/2023 11:17:40.378,JAI4,0
5377,11/10/2023 11:17:54.594,JAI4,1
5376,11/10/2023 11:18:31.164,JAI4,0
5375,11/10/2023 11:18:50.456,JAI4,1
5374,11/10/2023 11:18:57.564,JAI4,0
5373,11/10/2023 11:19:13.826,JAI4,1
5372,11/10/2023 11:19:34.134,JAI4,0
5371,11/10/2023 11:19:45.303,JAI4,1
5370,11/10/2023 11:20:05.611,JAI4,0
5369,11/10/2023 11:20:29.996,JAI4,1
5368,11/10/2023 11:21:04.519,JAI4,0
5367,11/10/2023 11:21:10.612,JAI4,1
5366,11/10/2023 11:21:19.766,JAI4,0
5365,11/10/2023 11:21:36.012,JAI4,1
5364,11/10/2023 11:22:05.458,JAI4,0
5363,11/10/2023 11:22:13.582,JAI4,1
5362,11/10/2023 11:22:17.643,JAI4,0
5361,11/10/2023 11:22:51.167,JAI4,1
5360,11/10/2023 11:23:05.382,JAI4,0
5359,11/10/2023 11:23:28.736,JAI4,1
5358,11/10/2023 11:23:34.844,JAI4,0
5357,11/10/2023 11:23:53.121,JAI4,1
5356,11/10/2023 11:24:06.321,JAI4,0
5355,11/10/2023 11:24:46.953,JAI4,1
5354,11/10/2023 11:24:52.030,JAI4,0
5353,11/10/2023 11:24:57.107,JAI4,1
5352,11/10/2023 11:25:04.214,JAI4,0
5351,11/10/2023 11:25:23.507,JAI4,1
5350,11/10/2023 11:25:38.738,JAI4,0
5349,11/10/2023 11:25:45.861,JAI4,1
5348,11/10/2023 11:26:06.169,JAI4,0
